Name,Type,State,County,Latitude,Longitude
Nakwathom Heritage Academy Primary School,PRI,Eastern Equatoria,Kapoeta East,4.25195,33.997501
Nhiak Primary School,PRI,Lakes,Rumbek East,6.72449175,29.7558455
St. Patrick Primary,PRI,Eastern Equatoria,Magwi,3.580679354,32.08492622
Nehemiah Primary School,PRI,Central Equatoria,Yei River,4.094083,30.687099
Nhaom Laau Primary School,PRI,Lakes,Yirol East,6.704517,30.597349
Nyolo Hope Primary School,PRI,Eastern Equatoria,Magwi,4.115011,32.3561355
New Generation IDP primary School,PRI,Central Equatoria,Juba,4.8330266,31.6651966
Nantorilem Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
NGO-Halima (A) Primary School,PRI,Western Bahr el Ghazal,Wau,7.617667,27.866682
Nogdiar Girls Primary School,PRI,Upper Nile,Panyikang,9.378062,31.53763533
Ngburusai Primary School,PRI,Western Equatoria,Maridi,4.829833,29.4988
Ngatinga Mixed Primary School,PRI,Jonglei,Bor,6.386767,31.586184
Nyori Primary School,PRI,Central Equatoria,Juba,4.8877735,31.48765774
Onjirima Primary School,PRI,Western Equatoria,Maridi,4.9864,29.450583
Nyiel Kau Primary School,PRI,Warrap,Gogrial West,8.296767,28.834801
Naak Primary School,PRI,Unity,Leer,8.22635,30.253416
Nakpataguru Primary School,PRI,Western Equatoria,Nagero,6.416783,27.783333
Nakpazigi Primary School,PRI,Western Equatoria,Nzara,4.673117,28.182301
Rumket Primary School.,PRI,Northern Bahr el Ghazal,Aweil East,9.001221,27.50272525
Nakongoni primary,PRI,Western Equatoria,Ibba,4.735583,29.171432
Nyin Akook Primary School,PRI,Western Bahr el Ghazal,Jur River,7.921567,28.026768
Nakpangau Primary School,PRI,Western Equatoria,Yambio,4.565033,28.394783
Nakoringole Primary School,PRI,Eastern Equatoria,Ikotos,3.905972333,33.51602667
Unkuel Primary School,PRI,Jonglei,Akobo,8.1594,32.238132
Nhom Laau Primary,PRI,Northern Bahr el Ghazal,Aweil West,8.7788,27.3106005
Anuol Primary School,PRI,Lakes,Yirol West,6.143817,30.028351
New Life Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.840072333,27.38975533
Ngodakala Primary,PRI,Western Bahr el Ghazal,Wau,7.5483,27.830099
Ngolonyologi Primary School,PRI,Lakes,Wulu,6.797332216,29.99964754
Nile Model Secondary School,SEC,Central Equatoria,Juba,4.98589713,31.67994678
Nile Progressive Secondary School,SEC,Eastern Equatoria,Magwi,3.580679354,32.08492622
Nazel Lul Primary,PRI,Upper Nile,Renk,11.7342,32.826401
Namaku Primary School,PRI,Western Equatoria,Nzara,4.680083,28.231167
Nambazia Primary School,PRI,Western Equatoria,Nzara,4.6475,28.2113
Nambia Primary School,PRI,Western Equatoria,Yambio,4.634233,28.517918
Nimule Model S. S,SEC,Eastern Equatoria,Magwi,3.580679354,32.08492622
New Comfort Primary School,PRI,Central Equatoria,Juba,4.9349,30.587566
Nambiongo Community Girls School,PRI,Western Equatoria,Yambio,4.704790889,28.70675544
Namama III Primary School,PRI,Western Equatoria,Yambio,4.500017,28.419018
Nanloni primary,PRI,Central Equatoria,Juba,4.8533,31.5567
Udier Primary School,PRI,Upper Nile,Longchok,9.308567,33.692383
Moni Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.065217,26.843651
Nile Model Primary,PRI,Central Equatoria,Juba,4.98589713,31.67994678
Namoronyang Primary School,PRI,Eastern Equatoria,Kapoeta South,4.616833,33.653332
Namituit Primary,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Narus Mixed Primary School,PRI,Eastern Equatoria,Kapoeta East,4.664133,33.906799
New Nation Primary,PRI,Central Equatoria,Kajo-Keji,3.785493955,31.58015764
Naangere Primary School,PRI,Western Equatoria,Yambio,4.5817,28.637333
Naandi Primary School,PRI,Western Equatoria,Ezo,4.972217,27.906017
Nangbia Primary School,PRI,Western Equatoria,Maridi,4.8939,29.433451
Naangbimo Primary School,PRI,Western Equatoria,Nzara,4.620283,28.213568
Nangirimo Primary School,PRI,Western Equatoria,Nzara,4.4723,28.322451
Nangoletiras Primary,PRI,Eastern Equatoria,Kapoeta North,4.90822,33.526321
Nangongo Primary School,PRI,Western Equatoria,Tambura,5.509167,27.480984
Nanzinga Primary School,PRI,Western Equatoria,Ezo,5.076714077,27.48552069
Nomlou Primary School,PRI,Unity,Ruweng,9.63252,30.26672
Nanguruza Primary School,PRI,Western Equatoria,Ibba,4.817183,29.214466
Nyinmajok Primary School,PRI,Jonglei,Bor,6.063306,31.73462675
Nanyangacor Primary School,PRI,Eastern Equatoria,Kapoeta East,4.49973,34.08289
Nanzaga Primary School,PRI,Western Equatoria,Tambura,5.611633,27.37925
Ngomba P.D.U,PRI,Western Bahr el Ghazal,Wau,7.833217,28.000467
Ngburudoko Primary School,PRI,Western Equatoria,Maridi,4.884433,29.499332
Ngorony Primary School,PRI,Western Equatoria,Mvolo,6.84117,30.75795
Panjot Primary School,PRI,Lakes,Yirol East,6.694133,30.856805
Ngawai Primary School,PRI,Jonglei,Twic East,7.047972917,31.41733967
Napere Primary School,PRI,Western Equatoria,Maridi,4.962,29.456499
Napere Primary School,PRI,Western Equatoria,Nzara,4.68345,28.054167
Natinga Phase Foundation,PRI,Eastern Equatoria,Kapoeta East,4.19215,33.946251
Ngoany Primary,PRI,Unity,Mayom,9.19503,29.763651
Ngop Community Primary School,PRI,Lakes,Yirol West,6.3392,30.072201
Ngop Primary,PRI,Unity,Mayom,9.088242429,29.14095971
Napak Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Naperetom Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Nytikangui Primary School,PRI,Lakes,Rumbek Centre,6.808237375,29.6204
Ngatuba Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Chorokol Primary School,PRI,Eastern Equatoria,Ikotos,4.1967625,33.17111325
Ngony Primary School,PRI,Unity,Koch,8.4722,30.067232
Omeo Primary School,PRI,Eastern Equatoria,Magwi,4.115011,32.3561355
Nor Primary,PRI,Upper Nile,Ulang,10.27941861,32.65857108
Norbor Primary School,PRI,Unity,Koch,8.628871,29.9866585
Nyarkech Girls Secondary School,SEC,Warrap,Gogrial West,8.59335,28.121267
Nyang Girls Primary,PRI,Lakes,Yirol East,6.704517,30.597349
Normalok Primary,PRI,Unity,Mayom,9.088242429,29.14095971
Naringindo Primary School,PRI,Western Equatoria,Nagero,6.334233,27.754883
Narrow Gate Demonstration Nursery Primary Sch,PRI,Central Equatoria,Yei River,4.5172,30.609699
Ngelmar Primary School,PRI,Warrap,Tonj East,8.03225,29.389351
Nairiwo Rimenze Upper Primary School,PRI,Western Equatoria,Yambio,4.7098,28.590183
Napere Riverview Primary School,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
Nyakasa Primary School,PRI,Western Equatoria,Nzara,4.6573817,28.2566353
New Sudan Basic school,PRI,Upper Nile,Malut,10.091,32.3522
Nyarbanga Basic,PRI,Central Equatoria,Juba,4.8877735,31.48765774
Nyamlel Senior Secondary School,SEC,Northern Bahr el Ghazal,Aweil West,8.769433,27.395718
Nasigiriat Primary School,PRI,Eastern Equatoria,Kapoeta East,4.49974,34.082901
Ngop Primary School,PRI,Jonglei,Uror (Wunror),8.059691722,31.98400461
Ngath Secondary School,SEC,Lakes,Rumbek Centre,6.807861,29.6728335
New Sudan Primary,PRI,Jonglei,Bor,6.4997,31.049101
Natabu Basic Primary School,PRI,Western Bahr el Ghazal,Wau,7.6537,27.954782
Unity Primary,PRI,Warrap,Twic,9.092392105,28.31931411
Unity Primary,PRI,Western Bahr el Ghazal,Wau,7.720454,27.98908775
Unity Primary School,PRI,Western Equatoria,Maridi,4.933733,29.45125
Unity Primary School,PRI,Eastern Equatoria,Magwi,4.115011,32.3561355
Nathilani Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Nakigat Primary School,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Namama 3 Primary School,PRI,Western Equatoria,Yambio,4.593796629,28.46359406
International Safety Training Leaders ( Istl),PRI,Eastern Equatoria,Kapoeta East,4.579079444,34.11462444
Wuntur Primary School,PRI,Warrap,Gogrial West,8.419853667,28.481243
Nuk Tak Primary School,PRI,Jonglei,Akobo,7.87765,33.001232
Munuje Primary School,PRE,Central Equatoria,Kajo-Keji,3.769622167,31.6643375
Munuki Nursery and Primary School,PRI,Central Equatoria,Juba,4.8535,31.556999
Nyal Unity Primary School,PRI,Unity,Panyinjiar,7.678567,30.24625
Nabagu Upper Primary School,PRI,Western Equatoria,Yambio,4.578617,28.35935
Ngomba (A) Primary School,PRI,Western Bahr el Ghazal,Wau,7.6449335,27.883883
Nakuwa Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Nyinyien Primary school,PRI,Warrap,Tonj East,8.054778,29.38144467
Napwatasigiria Primary School,PRI,Eastern Equatoria,Kapoeta East,4.49973,34.08289
New Guffa Primary School,PRI,Upper Nile,Maban,9.9587,33.929006
Nakwaa Primary School,PRI,Eastern Equatoria,Kapoeta North,4.8833,33.4893265
Wernyol Primary School,PRI,Jonglei,Twic East,7.332617,31.411783
Naying primary,PRI,Central Equatoria,Juba,4.9349,30.587566
Nayure Primary School,PRI,Western Equatoria,Yambio,4.599033,28.399151
Anyiel Abiel Primary School,PRI,Warrap,Twic,9.092167,28.459167
Nyalual Primary,PRI,Jonglei,Old Fangak,9.460867,31.002367
Nyajaar(Yuai) Primary School,PRI,Jonglei,Uror (Wunror),7.90265,31.89065
Nyara Basic School,PRI,Eastern Equatoria,Torit,4.41178,32.627029
Nyalath Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,10.32605,32.563232
Nyamba Primary School,PRI,Central Equatoria,Yei River,3.8141,30.7568
Anyieny-Agaldit,PRI,Warrap,Gogrial West,8.760345286,28.15426457
Anyuopjang Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.720585,27.29911044
Nyamlel Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.840072333,27.38975533
Nyandeng Primary,PRI,Warrap,Twic,9.092392105,28.31931411
Anyuathok primary,PRI,Warrap,Gogrial East,8.27125,28.50995714
Nyandong Primary School,PRI,Unity,Panyinjiar,7.298433,30.457783
Nyal Mixed Primary School,PRI,Unity,Panyinjiar,7.679952286,30.25305214
Nyang Miir Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.72693,27.858101
Nyang Primary School,PRI,Lakes,Yirol East,6.704517,30.597349
Anzara Primary,PRI,Eastern Equatoria,Magwi,3.5841,32.092098
Nzara Primary School,PRI,Western Equatoria,Nzara,4.639717,28.2637
Nzara Secondary School,SEC,Western Equatoria,Nzara,4.6573817,28.2566353
ECS Nzara Primary School,PRI,Western Equatoria,Nzara,4.639783,28.263718
Nazereth Secondary,SEC,Western Bahr el Ghazal,Wau,7.950166207,28.06916507
Nyikabur Primary School,PRI,Central Equatoria,Terekeka,5.464675,31.74193275
Nazireagbe Primary School,PRI,Western Equatoria,Nzara,4.627567,28.319834
Maridi Girls Boarding Secondary School,SEC,Western Equatoria,Maridi,4.993398333,29.41142376
Ochoga Primary School,PRI,Eastern Equatoria,Ikotos,4.288104125,33.13794413
Machar Manyiel Primary School,PRI,Unity,Mayom,9.088242429,29.14095971
Mama Hellen nursery and primary school,PRI,Eastern Equatoria,Magwi,4.115011,32.3561355
St. Thomas Moor Primary,PRI,Warrap,Twic,9.092392105,28.31931411
Wau Technical Sec. School,SEC,Western Bahr el Ghazal,Wau,7.708667,27.997766
Maniguru Community Primary School,PRI,Western Equatoria,Mundri East,5.665597167,30.65709183
Akoong Primary school,PRI,Northern Bahr el Ghazal,Aweil Centre,8.828733,27.3024575
Wei Diew Primary,PRI,Jonglei,Nyirol (Diror),8.283283,31.968166
Warkec Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.1606585,27.624316
Mayom Orphan School,PRI,Warrap,Twic,9.155249923,28.02942154
ST. KIZITO Primary School,PRI,Central Equatoria,Juba,4.8576,31.896032
Panleng Primary School,PRI,Warrap,Twic,9.0924,28.3193
Thoadiok Primary School,PRI,Jonglei,Uror (Wunror),8.009333,31.96335
Nyapan Primary,PRI,Jonglei,Nyirol (Diror),8.4881,31.915199
Panrieng A Primary School,PRI,Unity,Ruweng,9.917267,29.981033
Apada Upper Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,10.32605,32.563232
Pach-yil Primary School,PRE,Warrap,Gogrial West,7.755077667,28.191147
Pakam Girls Primary School,PRI,Lakes,Rumbek North,7.704766667,29.71519367
Pamoju Girls Secondary School,SEC,Central Equatoria,Kajo-Keji,3.769622167,31.6643375
Mayen Pajok Primary School,PRI,Warrap,Gogrial West,8.89875,27.967768
Pan-Ameth Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,10.32605,32.563232
Maper Pamii,PRI,Northern Bahr el Ghazal,Aweil West,8.70836,27.288719
Apianthic Primary School,PRI,Western Equatoria,Mvolo,6.84121,30.7579895
Pan-Ngapdit Upper Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.72693,27.858101
Pankar Upper Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.8238,27.84775
Pariak Basic School,PRI,Upper Nile,Malut,10.09105262,32.35229962
Baya primary school,PRI,Western Equatoria,Mundri West,5.34805,30.318817
Pannyuom primary school,PRI,Warrap,Gogrial East,8.686733167,28.475536
Paragau Boys Primary School,PRI,Lakes,Yirol East,6.742083,30.414
Pabanga,PRI,Central Equatoria,Morobo,3.754533,30.881849
Pibor Primary School.,PRI,Unity,Mayom,9.088242429,29.14095971
Pabiey Primary School.,PRI,Jonglei,Uror (Wunror),8.11065,31.962317
Pibor Boys Primary School,PRI,Jonglei,Pibor,6.8029632,33.1299904
Pibor Girls School,PRI,Jonglei,Pibor,6.80192475,33.13068775
Pabukchak Primary School,PRI,Warrap,Tonj North,7.837567,28.7125
Panamdit Modern Basic school,PRI,Upper Nile,Malut,10.11635,32.296616
Pabur Primary School,PRI,Lakes,Yirol West,6.432517,30.59915
Paboung Primary School,PRI,Unity,Panyinjiar,7.4275032,30.4153804
Panekar Boys Primary School,PRI,Lakes,Yirol West,6.5487066,30.4920466
Pachar Primary School,PRI,Unity,Panyinjiar,7.338567,30.434601
Pachienjok Primary School,PRI,Unity,Panyinjiar,7.3107,30.460716
Peace Primary School,PRI,Central Equatoria,Yei River,4.517129816,30.60963066
Pachak Primary School.,PRI,Unity,Panyinjiar,7.426067,30.422016
Pochalla Primary School,PRI,Jonglei,Pochalla,7.15745,34.133968
POC Primary School,PRI,Jonglei,Bor,6.499701435,31.04911048
Pacong Primary School,PRI,Lakes,Rumbek East,6.688467,29.771667
Pandit Comboni Primary School,PRI,Lakes,Yirol West,6.59265,30.150984
Nyium Primary School,PRI,Jonglei,Pochalla,7.357817,34.033718
Padeah Primary School,PRI,Unity,Leer,8.397517,30.189667
Padoi Primary,PRI,Jonglei,Akobo,8.091983,32.391449
Pading Primary School,PRI,Unity,Leer,8.421567,30.15815
St. Mark Basic School,PRI,Central Equatoria,Juba,4.696133,30.932617
Paduer Primary School,PRI,Warrap,Tonj South,8.021317,28.733267
Peiti Basic School,PRI,Central Equatoria,Juba,4.9349,30.587566
Pieth Primary School,PRI,Jonglei,Ayod,8.363683,31.3535575
POC4 Primary School,PRI,Unity,Rubkona,9.2803956,29.79389653
Apei Goi Primary School,PRI,Northern Bahr el Ghazal,Aweil Town,8.7660532,27.3341302
Pacidi Central Primary School,PRI,Eastern Equatoria,Lafon,4.808933,32.455101
Maper Secondary School,SEC,Northern Bahr el Ghazal,Aweil Town,8.7660532,27.3341302
Panliet Primary School,PRI,Lakes,Cueibet,6.963525,29.380016
Mahad Primary School,PRI,Central Equatoria,Juba,4.8330266,31.6651966
POC5 Primary School,PRI,Unity,Rubkona,9.2803956,29.79389653
Pagakdit Primary School.,PRI,Warrap,Tonj East,7.796383,29.251301
PAGARA Primary School,PRI,Central Equatoria,Terekeka,6.010017,30.664633
Pageer Primary School,PRI,Jonglei,Twic East,7.1962,31.385782
Pager primaryl,PRI,Central Equatoria,Juba,4.8877735,31.48765774
Pageri Primary School,PRI,Eastern Equatoria,Magwi,3.85815,31.956516
Pagil Primary,PRI,Jonglei,Ayod,8.1773804,31.35943567
Pagakdit Primary School,PRI,Warrap,Tonj North,7.9935,28.491699
Paguir Primary School,PRI,Jonglei,Old Fangak,9.1169,30.92675
Pogee Primary School,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Pagook Primary,PRI,Jonglei,Twic East,7.047972917,31.41733967
Paguet Primary School,PRI,Warrap,Tonj East,7.72135,28.98135
APiath Primary School,PRI,Warrap,Gogrial East,8.686733167,28.475536
Pheth Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.782755667,27.88064967
Phatit Primary School,PRI,Unity,Koch,8.4908,30.020666
Mayom Pioldit Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.040316667,27.6637245
Panbarkou Girls Primary School,PRI,Lakes,Rumbek East,6.669567,29.742367
Nyokthiang Primary School,PRI,Warrap,Gogrial West,8.757594333,28.065572
Pan Jap Primary School,PRI,Northern Bahr el Ghazal,Aweil Centre,8.5988,27.491133
Pajok Primary School,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Pajomba Primary School,PRI,Jonglei,Twic East,7.4321,31.376699
Pajiek Primary School,PRI,Jonglei,Ayod,8.132417,31.309084
Patai Primary School,PRI,Jonglei,Old Fangak,9.0778165,30.919724
Paika Primary School,PRI,Central Equatoria,Morobo,3.980283,30.697884
Pakang Primary School,PRI,Jonglei,Akobo,7.7964,33.008217
Pakujo Primary School,PRI,Central Equatoria,Morobo,3.638233,30.80405
Pakula Primary School,PRI,Central Equatoria,Yei River,4.034067,30.8832
Pakham Primary School,PRI,Unity,Panyinjiar,7.291783,30.387383
Pakuor Primary School,PRI,Jonglei,Twic East,7.129367,31.353399
Pakur Primary School,PRI,Unity,Koch,8.627717,29.73535
Pakuolnyang Primary School,PRI,Jonglei,Uror (Wunror),8.059691722,31.98400461
Panhom Aker Primary School,PRI,Warrap,Gogrial East,8.22565,28.538
Piekaji Primary School.,PRI,Upper Nile,Maban,10.01350714,33.77117914
Chaton Primary School,PRI,Lakes,Rumbek North,7.7048,29.7152
Pakor Primary School.,PRI,Warrap,Gogrial West,8.8280034,28.2099702
Paktap Primary School,PRI,Jonglei,Duk,7.66343,31.489723
Pakuem Primary School,PRI,Unity,Leer,8.308383,30.215067
Palaal Primary School,PRI,Warrap,Tonj East,7.716733,28.939966
Palei Primary School,PRI,Jonglei,Uror (Wunror),8.031083333,31.96098933
Paliang Primary,PRI,Warrap,Tonj East,7.979467,29.319017
Paloch Primary School,PRI,Lakes,Rumbek East,6.547683,30.032101
Palotaka Primary School,PRI,Eastern Equatoria,Magwi,4.046483,32.421982
Palwonganyi Primary School,PRI,Eastern Equatoria,Magwi,4.115011,32.3561355
Pillieny Primary School,PRI,Unity,Leer,8.222767,30.210882
Piol Primary School,PRI,Jonglei,Twic East,6.958483,31.374533
Pul-Ajil Girls Primary School,PRI,Lakes,Rumbek East,6.62725,29.756457
Paliet-Thon Primary School,PRI,Warrap,Twic,9.155249923,28.02942154
Palubuok Primary School,PRI,Warrap,Tonj East,7.848825,29.077329
Pulawar Primary School,PRI,Lakes,Awerial,6.05075,31.719633
Palwar Primary School,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Puletit Primary School,PRI,Lakes,Yirol West,6.505167,30.531267
Pamaikong Primary School,PRI,Eastern Equatoria,Magwi,3.77148696,32.1434993
Pamai Primary School,PRI,Jonglei,Uror (Wunror),7.782,31.785732
Pamot Primary School,PRI,Jonglei,Twic East,7.4321195,31.3767055
Paliau Mix Primary School,PRI,Jonglei,Twic East,7.047972917,31.41733967
Poumkimeder Primary School,PRI,Upper Nile,Maban,9.9587,33.929001
Pamalual Primary School,PRI,Unity,Panyinjiar,7.43935,30.434601
Panyikwara Model Primary School,PRI,Eastern Equatoria,Magwi,3.76308,32.166531
Pamat Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.213817,26.999866
Pandit Amuol Primary School,PRI,Warrap,Twic,9.016517,28.033283
Panacier Primary School,PRI,Warrap,Gogrial East,8.611867,28.354799
Pan-Apuoth Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.1606585,27.624316
Pan-Adhot Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.638222333,27.63321133
Pan-Awac Primary School,PRI,Lakes,Rumbek East,6.676417,29.814283
Pan-Manga Primary School,PRI,Lakes,Rumbek Centre,6.72265,29.420883
Pan-Mill Primary School,PRI,Warrap,Tonj East,8.054778,29.38144467
Pan-Nhial Primary School,PRI,Warrap,Tonj East,8.019367,29.30965
Pan-riang Primary School,PRI,Warrap,Gogrial West,7.721783,27.997232
Panagok Primary School,PRI,Warrap,Twic,9.114533,28.159666
Panapuoth Primary School,PRI,Lakes,Cueibet,7.118477833,29.23402167
Panameth Primary School,PRI,Northern Bahr el Ghazal,Aweil East,9.011533,27.551832
Pancuai Primary,PRI,Lakes,Rumbek East,6.565307286,29.909224
Panapet Primary School,PRI,Jonglei,Bor,6.499701435,31.04911048
Pancuei Primary,PRI,Lakes,Cueibet,6.849517,29.225967
Panarak Primary School,PRI,Lakes,Cueibet,6.963525,29.380016
Panda Primary School,PRI,Lakes,Rumbek Centre,6.807861,29.6728335
Pandit Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.1105,27.164083
Panekar Girls Primary School,PRI,Lakes,Yirol West,6.586033,30.487917
Pangeu Primary School,PRI,Lakes,Cueibet,6.89545,29.106333
Pangok Primary School,PRI,Unity,Abiemnom,9.387417,28.823767
Panhial Primary,PRI,Unity,Panyinjiar,7.407667,30.489782
Piobokoi Primary School,PRI,Eastern Equatoria,Budi,4.384568525,32.86773956
Piom Bioor Primary School,PRI,Jonglei,Twic East,7.15215,31.388184
Piok-Koi Primary School.,PRI,Warrap,Tonj South,8.023383,28.341368
Ping Pil Primary School,PRI,Upper Nile,Maiwut,8.63915,33.8339
Pokor Primary School,PRI,Central Equatoria,Terekeka,5.464675,31.74193275
Puchwa Primary School,PRI,Eastern Equatoria,Lafon,5.094,32.481785
Pankuel Primary School,PRI,Western Bahr el Ghazal,Jur River,7.77813,28.08186
Pariak Primary School,PRI,Jonglei,Bor,5.976183,31.668133
Opari Primary School,PRI,Eastern Equatoria,Magwi,3.831602833,31.958733
Pariel Primary School,PRI,Unity,Panyinjiar,7.36325,30.432367
Paringa Primary School,PRI,Eastern Equatoria,Kapoeta North,4.821317,33.569801
Apirin primary,PRI,Warrap,Twic,9.125,28.4074
Pieri Primary School,PRI,Jonglei,Uror (Wunror),8.0463,32.029884
Pirisa Primary School,PRI,Central Equatoria,Juba,5.176033,31.033501
Pagarau Girls Primary School,PRI,Lakes,Yirol East,6.742083,30.414
Peremasu Primary School,PRI,Central Equatoria,Yei River,4.872317,30.722033
Porkele Primary School,PRI,Central Equatoria,Yei River,4.434783,30.200533
Porokele Sec. School,SEC,Central Equatoria,Yei River,4.398147875,30.23400825
Presbytery Primary,PRI,Upper Nile,Renk,11.73422268,32.82643359
Progressive Primary,PRI,Western Equatoria,Ezo,5.076714077,27.48552069
Presbyterian Primary School,PRI,Jonglei,Akobo,7.799833,33.030815
Piartok Primary,PRI,Northern Bahr el Ghazal,Aweil South,8.6084468,27.8235462
Paruon Primary,PRI,Unity,Panyinjiar,7.3607,30.428734
Pisak Primary School,PRI,Central Equatoria,Yei River,4.157683,30.5212
Paloch 1 Basic School,PRI,Upper Nile,Malut,10.19291,32.353149
Progressive Primary School,PRI,Central Equatoria,Morobo,3.686521259,30.81149592
Patat Primary School,PRI,Jonglei,Old Fangak,9.105458333,30.73948017
Patei Primary School,PRI,Warrap,Tonj North,8.386617,28.628983
Pathat Primary School.,PRI,Jonglei,Uror (Wunror),8.059691722,31.98400461
Pathian Primary School,PRI,Jonglei,Twic East,6.8316,31.461
Patet Primary School,PRI,Jonglei,Uror (Wunror),8.05725,32.041693
Pathiel Primary School,PRI,Unity,Panyinjiar,7.664817,30.251316
Pathai Primary,PRI,Jonglei,Uror (Wunror),8.031083333,31.96098933
Pathuan Primary School.,PRI,Northern Bahr el Ghazal,Aweil North,9.13580585,27.25816525
Patibi Primary,PRI,Eastern Equatoria,Magwi,3.831602833,31.958733
Pantiit Primary,PRI,Warrap,Gogrial West,7.9766055,28.03039483
Ombachi Keliko Primary School,PRI,Central Equatoria,Morobo,3.6803,30.76115
Peth Primary School,PRI,Northern Bahr el Ghazal,Aweil North,9.163417,26.906218
Peth Primary School,PRI,Northern Bahr el Ghazal,Aweil East,8.0064,28.66
Peth Primary School.,PRI,Warrap,Gogrial West,8.760345286,28.15426457
Pethyiik Primary,PRI,Northern Bahr el Ghazal,Aweil North,9.180385,26.94400482
Pieth Primary,PRI,Jonglei,Nyirol (Diror),8.511480857,32.07386043
Patuet Primary School.,PRI,Jonglei,Uror (Wunror),8.031083333,31.96098933
Patuak Primary School,PRI,Jonglei,Uror (Wunror),8.11065,31.962317
Pub Basic,PRI,Unity,Mayom,9.088242429,29.14095971
Purene Pure Nursery and Primary School,PRI,Central Equatoria,Juba,4.9109,31.12400567
Panyang Luel,PRI,Jonglei,Nyirol (Diror),8.56061,31.9628098
Panadhot Kuom Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.782755667,27.88064967
Pukuka UMC Primary School,PRI,Central Equatoria,Yei River,7.7062,28.571199
Majak Primary School,PRI,Northern Bahr el Ghazal,Aweil South,8.6409066,28.1769034
Paweng Primary School,PRI,Warrap,Tonj East,8.112717,29.445333
Pawieny Primary School,PRI,Unity,Leer,8.222767,30.210882
Pawel Primary School,PRI,Warrap,Tonj South,7.399379,29.9520335
Pawu Primary School,PRI,Lakes,Cueibet,6.962057615,29.50787562
Maper West Primary School,PRI,Northern Bahr el Ghazal,Aweil Town,8.7660532,27.3341302
Paweng Primary,PRI,Warrap,Gogrial West,7.721717,27.997168
Payak Primary School,PRI,Unity,Leer,8.316434389,30.21096106
Payawa Primary School,PRI,Central Equatoria,Kajo-Keji,3.797831807,31.34565338
Payawa Primary School,PRI,Central Equatoria,Yei River,3.970833,30.736767
Payom Primary School,PRI,Jonglei,Twic East,7.4321195,31.3767055
Woroworo Primary,PRI,Eastern Equatoria,Ikotos,4.288104125,33.13794413
Pan-nyok Secondary School,SEC,Warrap,Twic,9.135332444,28.18868711
Pazuo Primary School,PRI,Western Equatoria,Yambio,4.57205,28.420601
Malek Primary School,PRI,Warrap,Tonj North,7.9582934,28.3911568
Bishop Akio Memorial Secondary School,SEC,Eastern Equatoria,Torit,4.4061983,32.575492
Nyongwa Secondary School,SEC,Eastern Equatoria,Magwi,3.831602833,31.958733
Mirikio Primary School,PRI,Central Equatoria,Juba,5.018422,31.72436167
Wunlit Primary School,PRI,Warrap,Tonj East,7.829717,29.213284
Queen of Africa primary school,PRI,Warrap,Twic,9.2677634,28.6625164
Nyang-Kot Primary School,PRI,Lakes,Rumbek Centre,6.8684,29.670816
Pantiok Primary School,PRI,Warrap,Twic,9.0904,28.194933
Nyinbuoli Primary School,PRI,Northern Bahr el Ghazal,Aweil West,8.70838,27.28874
Wau (A) Boys Basic,PRI,Western Bahr el Ghazal,Wau,7.698717,27.995817
Quaranic Basic School,PRI,Western Bahr el Ghazal,Wau,7.720454,27.98908775
Mitor primary school,PRI,Warrap,Gogrial West,8.419853667,28.481243
Wuntim Primary School,PRI,Warrap,Gogrial East,8.1691,28.26935
Puol Bar Primary School.,PRI,Warrap,Tonj North,7.9582934,28.3911568
Magurdit Unity Primary School,PRI,Warrap,Gogrial East,8.27125,28.50995714
All Saints Primary School,PRI,Central Equatoria,Juba,4.698508,31.293958
